CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
1206,100061051202500002,202500002,2025-08-22,5116,1051,1,2,2,7,2,7006,2025-08-21 00:53:00,2025-08-21 02:02:00,2025-08-21 03:16:00,17.898889,77.525999,House Theft reported in Bidar; registered at Bidar Police Station 01. Synthetic demonstration record.
1207,100111108202400002,202400002,2024-06-07,5397,1108,1,2,7,19,3,7011,2024-06-07 17:41:00,2024-06-07 18:04:00,2024-06-07 18:16:00,12.884773,74.828389,Forgery reported in Dakshina Kannada; registered at Dakshina Kannada Police Station 08. Synthetic demonstration record.
1208,100081077202300003,202300003,2023-06-05,5345,1077,1,2,1,3,5,7008,2023-06-05 16:40:00,2023-06-05 18:44:00,2023-06-05 20:26:00,13.416946,77.763705,Assault reported in Chikkaballapur; registered at Chikkaballapur Police Station 07. Synthetic demonstration record.
1209,100181174202200003,202200003,2022-09-03,5209,1174,1,2,8,20,1,7018,2022-09-03 20:30:00,2022-09-03 22:31:00,2022-09-04 00:03:00,12.35236,75.788736,Hit and Run reported in Kodagu; registered at Kodagu Police Station 04. Synthetic demonstration record.
1210,100051044202300003,202300003,2023-03-27,5518,1044,1,2,4,12,2,7005,2023-03-27 16:37:00,2023-03-27 19:30:00,2023-03-27 19:40:00,12.966529,77.610469,Identity Theft reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 04. Synthetic demonstration record.
1211,100061059202400003,202400003,2024-03-06,5162,1059,1,2,2,5,3,7006,2024-03-06 22:40:00,2024-03-06 23:59:00,2024-03-07 00:32:00,17.914316,77.538028,Burglary reported in Bidar; registered at Bidar Police Station 09. Synthetic demonstration record.
1212,800201199202200001,202200001,2022-05-31,5084,1199,4,2,2,6,1,7020,2022-05-31 21:43:00,2022-06-01 00:40:00,2022-06-01 02:15:00,15.359329,76.175819,Vehicle Theft reported in Koppal; registered at Koppal Police Station 09. Synthetic demonstration record.
1213,800311304202200001,202200001,2022-05-23,5047,1304,4,1,2,4,3,7031,2022-05-23 18:40:00,2022-05-23 18:54:00,2022-05-23 19:43:00,15.344409,76.53038,Robbery reported in Vijayanagara; registered at Vijayanagara Police Station 04. Synthetic demonstration record.
1214,100061052202300002,202300002,2023-04-19,5152,1052,1,2,4,12,2,7006,2023-04-19 09:49:00,2023-04-19 10:12:00,2023-04-19 12:07:00,17.958001,77.52266,Identity Theft reported in Bidar; registered at Bidar Police Station 02. Synthetic demonstration record.
1215,400251242202300001,202300001,2023-11-08,5406,1242,3,2,3,9,3,7025,2023-11-07 18:17:00,2023-11-07 19:08:00,2023-11-07 19:16:00,13.94862,75.523182,Sexual Harassment reported in Shivamogga; registered at Shivamogga Police Station 02. Synthetic demonstration record.
1216,300111108202400001,202400001,2024-09-01,5397,1108,2,1,2,4,2,7011,2024-08-30 20:17:00,2024-08-30 20:41:00,2024-08-30 21:04:00,12.935158,74.846169,Robbery reported in Dakshina Kannada; registered at Dakshina Kannada Police Station 08. Synthetic demonstration record.
1217,100241235202500001,202500001,2025-10-23,5329,1235,1,2,3,8,3,7024,2025-10-23 14:02:00,2025-10-23 14:36:00,2025-10-23 15:42:00,12.771686,77.244176,Domestic Violence reported in Ramanagara; registered at Ramanagara Police Station 05. Synthetic demonstration record.
1218,100091087202300002,202300002,2023-07-29,5281,1087,1,2,8,20,2,7009,2023-07-27 11:37:00,2023-07-27 13:00:00,2023-07-27 14:20:00,13.308189,75.810674,Hit and Run reported in Chikkamagaluru; registered at Chikkamagaluru Police Station 07. Synthetic demonstration record.
1219,100121111202200001,202200001,2022-09-29,5082,1111,1,2,2,5,1,7012,2022-09-29 03:15:00,2022-09-29 04:43:00,2022-09-29 06:15:00,14.479154,75.906662,Burglary reported in Davanagere; registered at Davanagere Police Station 01. Synthetic demonstration record.
1220,100071063202300002,202300002,2023-09-05,5407,1063,1,2,4,11,2,7007,2023-09-04 14:26:00,2023-09-04 17:18:00,2023-09-04 18:15:00,11.907746,76.976137,Online Fraud reported in Chamarajanagar; registered at Chamarajanagar Police Station 03. Synthetic demonstration record.
1221,100131129202400002,202400002,2024-10-28,5018,1129,1,2,2,5,3,7013,2024-10-26 00:40:00,2024-10-26 03:08:00,2024-10-26 04:11:00,15.471919,75.02487,Burglary reported in Dharwad; registered at Dharwad Police Station 09. Synthetic demonstration record.
1222,100271266202600001,202600001,2026-05-30,5436,1266,1,2,2,6,2,7027,2026-05-28 19:12:00,2026-05-28 21:53:00,2026-05-28 22:53:00,13.287664,74.789315,Vehicle Theft reported in Udupi; registered at Udupi Police Station 06. Synthetic demonstration record.
1223,100011006202500002,202500002,2025-01-06,5235,1006,1,2,1,3,2,7001,2025-01-06 16:49:00,2025-01-06 17:47:00,2025-01-06 19:37:00,16.216762,75.705182,Assault reported in Bagalkot; registered at Bagalkot Police Station 06. Synthetic demonstration record.
1224,100261252202200003,202200003,2022-04-04,5330,1252,1,2,3,9,1,7026,2022-04-04 21:17:00,2022-04-04 23:02:00,2022-04-04 23:57:00,13.375854,77.163963,Sexual Harassment reported in Tumakuru; registered at Tumakuru Police Station 02. Synthetic demonstration record.
1225,100051045202600002,202600002,2026-07-01,5419,1045,1,2,4,11,3,7005,2026-06-30 15:08:00,2026-06-30 16:16:00,2026-06-30 17:22:00,12.918814,77.599998,Online Fraud reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 05. Synthetic demonstration record.
1226,100111102202300001,202300001,2023-09-23,5552,1102,1,2,7,19,3,7011,2023-09-23 14:46:00,2023-09-23 17:13:00,2023-09-23 18:09:00,12.902668,74.883952,Forgery reported in Dakshina Kannada; registered at Dakshina Kannada Police Station 02. Synthetic demonstration record.
1227,100051046202400003,202400003,2024-02-24,5067,1046,1,1,2,4,5,7005,2024-02-22 18:59:00,2024-02-22 21:29:00,2024-02-22 23:29:00,12.992119,77.597983,Robbery reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 06. Synthetic demonstration record.
1228,800151145202500001,202500001,2025-12-22,5213,1145,4,2,4,11,1,7015,2025-12-22 11:39:00,2025-12-22 12:46:00,2025-12-22 13:08:00,13.041242,76.165039,Online Fraud reported in Hassan; registered at Hassan Police Station 05. Synthetic demonstration record.
1229,100051046202600001,202600001,2026-02-04,5027,1046,1,2,3,9,1,7005,2026-02-02 19:43:00,2026-02-02 21:46:00,2026-02-02 22:04:00,12.939576,77.64834,Sexual Harassment reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 06. Synthetic demonstration record.
1230,100301299202600001,202600001,2026-06-18,5089,1299,1,2,8,20,2,7030,2026-06-18 10:54:00,2026-06-18 11:21:00,2026-06-18 13:02:00,16.747595,77.166368,Hit and Run reported in Yadgir; registered at Yadgir Police Station 09. Synthetic demonstration record.
1231,100251243202200003,202200003,2022-07-15,5456,1243,1,2,4,11,2,7025,2022-07-15 19:58:00,2022-07-15 21:10:00,2022-07-15 22:05:00,13.967466,75.556307,Online Fraud reported in Shivamogga; registered at Shivamogga Police Station 03. Synthetic demonstration record.
1232,100131124202200002,202200002,2022-09-07,5042,1124,1,2,8,20,3,7013,2022-09-05 19:25:00,2022-09-05 20:36:00,2022-09-05 21:45:00,15.471204,75.022176,Hit and Run reported in Dharwad; registered at Dharwad Police Station 04. Synthetic demonstration record.
1233,100131123202200003,202200003,2022-01-18,5087,1123,1,2,2,5,3,7013,2022-01-17 01:36:00,2022-01-17 03:34:00,2022-01-17 04:29:00,15.463156,75.007953,Burglary reported in Dharwad; registered at Dharwad Police Station 03. Synthetic demonstration record.
1234,100311303202400002,202400002,2024-02-06,5085,1303,1,1,2,4,1,7031,2024-02-05 19:57:00,2024-02-05 21:56:00,2024-02-05 23:40:00,15.365893,76.463195,Robbery reported in Vijayanagara; registered at Vijayanagara Police Station 03. Synthetic demonstration record.
1235,100051045202500003,202500003,2025-04-20,5419,1045,1,2,4,11,1,7005,2025-04-20 11:28:00,2025-04-20 11:45:00,2025-04-20 12:10:00,12.966914,77.58453,Online Fraud reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 05. Synthetic demonstration record.
1236,100211205202300002,202300002,2023-09-13,5128,1205,1,2,2,5,5,7021,2023-09-13 22:41:00,2023-09-14 00:13:00,2023-09-14 01:13:00,12.548685,76.874883,Burglary reported in Mandya; registered at Mandya Police Station 05. Synthetic demonstration record.
1237,100301298202500001,202500001,2025-07-22,5025,1298,1,2,2,5,5,7030,2025-07-21 22:35:00,2025-07-21 23:40:00,2025-07-22 00:05:00,16.724734,77.184174,Burglary reported in Yadgir; registered at Yadgir Police Station 08. Synthetic demonstration record.
1238,100131123202300002,202300002,2023-10-08,5142,1123,1,2,4,13,2,7013,2023-10-06 19:26:00,2023-10-06 20:41:00,2023-10-06 22:18:00,15.450553,75.024086,Cyber Stalking reported in Dharwad; registered at Dharwad Police Station 03. Synthetic demonstration record.
1239,100251241202300003,202300003,2023-08-22,5513,1241,1,2,4,11,4,7025,2023-08-22 15:32:00,2023-08-22 17:46:00,2023-08-22 19:18:00,13.955255,75.606166,Online Fraud reported in Shivamogga; registered at Shivamogga Police Station 01. Synthetic demonstration record.
1240,100071066202500001,202500001,2025-11-06,5505,1066,1,2,4,12,1,7007,2025-11-04 19:27:00,2025-11-04 22:18:00,2025-11-05 00:09:00,11.861293,76.988858,Identity Theft reported in Chamarajanagar; registered at Chamarajanagar Police Station 06. Synthetic demonstration record.
1241,100151146202300001,202300001,2023-06-28,5380,1146,1,2,4,11,1,7015,2023-06-27 14:56:00,2023-06-27 17:41:00,2023-06-27 17:58:00,12.98425,76.128372,Online Fraud reported in Hassan; registered at Hassan Police Station 06. Synthetic demonstration record.
1242,100171167202600003,202600003,2026-02-27,5578,1167,1,2,2,7,1,7017,2026-02-25 03:29:00,2026-02-25 04:45:00,2026-02-25 04:57:00,17.369031,76.889876,House Theft reported in Kalaburagi; registered at Kalaburagi Police Station 07. Synthetic demonstration record.
1243,100281279202300001,202300001,2023-05-25,5338,1279,1,2,2,6,1,7028,2023-05-25 20:33:00,2023-05-25 22:51:00,2023-05-25 23:43:00,14.823801,74.166254,Vehicle Theft reported in Uttara Kannada; registered at Uttara Kannada Police Station 09. Synthetic demonstration record.
1244,100081079202500001,202500001,2025-05-08,5111,1079,1,2,1,3,1,7008,2025-05-06 03:52:00,2025-05-06 05:23:00,2025-05-06 05:29:00,13.476286,77.757551,Assault reported in Chikkaballapur; registered at Chikkaballapur Police Station 09. Synthetic demonstration record.
1245,100131121202300002,202300002,2023-01-02,5198,1121,1,2,2,7,3,7013,2023-01-01 01:58:00,2023-01-01 03:38:00,2023-01-01 04:25:00,15.45035,75.072743,House Theft reported in Dharwad; registered at Dharwad Police Station 01. Synthetic demonstration record.
1246,100111103202500001,202500001,2025-11-17,5538,1103,1,1,1,2,2,7011,2025-11-16 22:19:00,2025-11-17 00:22:00,2025-11-17 01:55:00,12.909236,74.907785,Attempt to Murder reported in Dakshina Kannada; registered at Dakshina Kannada Police Station 03. Synthetic demonstration record.
1247,100151146202600001,202600001,2026-02-23,5258,1146,1,2,4,11,2,7015,2026-02-22 09:12:00,2026-02-22 11:38:00,2026-02-22 12:17:00,12.963416,76.09598,Online Fraud reported in Hassan; registered at Hassan Police Station 06. Synthetic demonstration record.
1248,100081074202400001,202400001,2024-01-28,5049,1074,1,2,4,11,5,7008,2024-01-27 14:55:00,2024-01-27 17:55:00,2024-01-27 18:54:00,13.448608,77.68696,Online Fraud reported in Chikkaballapur; registered at Chikkaballapur Police Station 04. Synthetic demonstration record.
1249,100171162202400001,202400001,2024-02-11,5388,1162,1,2,2,5,1,7017,2024-02-10 03:31:00,2024-02-10 05:21:00,2024-02-10 06:11:00,17.332588,76.837459,Burglary reported in Kalaburagi; registered at Kalaburagi Police Station 02. Synthetic demonstration record.
1250,100051046202500002,202500002,2025-07-21,5351,1046,1,1,5,15,5,7005,2025-07-19 12:57:00,2025-07-19 15:39:00,2025-07-19 16:33:00,13.002047,77.622334,Drug Trafficking reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 06. Synthetic demonstration record.
1251,100051050202500001,202500001,2025-07-09,5125,1050,1,2,8,20,5,7005,2025-07-08 10:33:00,2025-07-08 11:59:00,2025-07-08 13:32:00,12.992906,77.584835,Hit and Run reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 10. Synthetic demonstration record.
1252,100041035202500002,202500002,2025-09-10,5525,1035,1,2,2,7,1,7004,2025-09-09 22:32:00,2025-09-10 00:25:00,2025-09-10 01:35:00,13.23275,77.732312,House Theft reported in Bengaluru Rural; registered at Bengaluru Rural Police Station 05. Synthetic demonstration record.
1253,100011002202600001,202600001,2026-02-16,5434,1002,1,2,2,7,1,7001,2026-02-15 02:12:00,2026-02-15 04:11:00,2026-02-15 04:27:00,16.157032,75.750662,House Theft reported in Bagalkot; registered at Bagalkot Police Station 02. Synthetic demonstration record.
1254,100181172202500001,202500001,2025-02-19,5092,1172,1,2,7,18,2,7018,2025-02-18 21:40:00,2025-02-18 23:14:00,2025-02-19 00:35:00,12.349023,75.848186,Cheating reported in Kodagu; registered at Kodagu Police Station 02. Synthetic demonstration record.
1255,100171169202400002,202400002,2024-10-28,5553,1169,1,2,4,12,2,7017,2024-10-27 14:27:00,2024-10-27 15:50:00,2024-10-27 15:57:00,17.335265,76.825655,Identity Theft reported in Kalaburagi; registered at Kalaburagi Police Station 09. Synthetic demonstration record.
1256,100271267202400002,202400002,2024-06-22,5257,1267,1,1,1,1,2,7027,2024-06-22 15:54:00,2024-06-22 16:12:00,2024-06-22 17:13:00,13.316336,74.781228,Murder reported in Udupi; registered at Udupi Police Station 07. Synthetic demonstration record.
1257,800051045202400001,202400001,2024-08-20,5419,1045,4,2,2,7,3,7005,2024-08-18 01:34:00,2024-08-18 02:08:00,2024-08-18 02:35:00,12.933173,77.630199,House Theft reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 05. Synthetic demonstration record.
1258,100201191202300002,202300002,2023-11-03,5420,1191,1,2,3,9,1,7020,2023-11-03 19:14:00,2023-11-03 19:39:00,2023-11-03 21:00:00,15.375419,76.209518,Sexual Harassment reported in Koppal; registered at Koppal Police Station 01. Synthetic demonstration record.
1259,100161160202300001,202300001,2023-12-25,5501,1160,1,1,5,15,2,7016,2023-12-23 23:24:00,2023-12-24 00:23:00,2023-12-24 01:00:00,14.828462,75.413498,Drug Trafficking reported in Haveri; registered at Haveri Police Station 10. Synthetic demonstration record.
1260,100171164202200002,202200002,2022-11-14,5131,1164,1,2,1,3,3,7017,2022-11-12 05:43:00,2022-11-12 07:45:00,2022-11-12 08:40:00,17.323046,76.900181,Assault reported in Kalaburagi; registered at Kalaburagi Police Station 04. Synthetic demonstration record.
1261,100101094202400001,202400001,2024-04-18,5038,1094,1,2,6,17,2,7010,2024-04-16 20:11:00,2024-04-16 21:24:00,2024-04-16 22:24:00,14.209988,76.432926,Unlawful Assembly reported in Chitradurga; registered at Chitradurga Police Station 04. Synthetic demonstration record.
1262,100091082202300002,202300002,2023-04-25,5515,1082,1,2,4,13,1,7009,2023-04-25 14:15:00,2023-04-25 16:43:00,2023-04-25 17:22:00,13.322042,75.782645,Cyber Stalking reported in Chikkamagaluru; registered at Chikkamagaluru Police Station 02. Synthetic demonstration record.
1263,100181174202200004,202200004,2022-05-06,5209,1174,1,2,7,19,3,7018,2022-05-06 10:13:00,2022-05-06 10:44:00,2022-05-06 11:38:00,12.295798,75.841642,Forgery reported in Kodagu; registered at Kodagu Police Station 04. Synthetic demonstration record.
1264,100291282202500003,202500003,2025-02-06,5321,1282,1,2,5,14,2,7029,2025-02-05 09:34:00,2025-02-05 11:15:00,2025-02-05 13:14:00,16.860716,75.717984,NDPS Possession reported in Vijayapura; registered at Vijayapura Police Station 02. Synthetic demonstration record.
1265,100031026202200002,202200002,2022-08-18,5026,1026,1,2,2,6,2,7003,2022-08-17 21:23:00,2022-08-18 00:00:00,2022-08-18 01:13:00,15.846815,74.499393,Vehicle Theft reported in Belagavi; registered at Belagavi Police Station 06. Synthetic demonstration record.
1266,100171169202400003,202400003,2024-01-26,5553,1169,1,2,3,8,1,7017,2024-01-26 03:49:00,2024-01-26 06:42:00,2024-01-26 08:23:00,17.347466,76.896885,Domestic Violence reported in Kalaburagi; registered at Kalaburagi Police Station 09. Synthetic demonstration record.
1267,100271266202400002,202400002,2024-08-25,5436,1266,1,2,7,18,5,7027,2024-08-24 12:27:00,2024-08-24 13:01:00,2024-08-24 14:00:00,13.329112,74.785844,Cheating reported in Udupi; registered at Udupi Police Station 06. Synthetic demonstration record.
1268,100131127202600001,202600001,2026-01-01,5346,1127,1,2,3,8,3,7013,2025-12-30 08:00:00,2025-12-30 10:00:00,2025-12-30 10:39:00,15.453708,74.976077,Domestic Violence reported in Dharwad; registered at Dharwad Police Station 07. Synthetic demonstration record.
1269,100281275202600003,202600003,2026-01-10,5109,1275,1,2,2,6,1,7028,2026-01-08 19:46:00,2026-01-08 21:00:00,2026-01-08 22:45:00,14.803305,74.165992,Vehicle Theft reported in Uttara Kannada; registered at Uttara Kannada Police Station 05. Synthetic demonstration record.
1270,100191189202300002,202300002,2023-08-02,5535,1189,1,2,2,7,1,7019,2023-08-01 03:55:00,2023-08-01 04:37:00,2023-08-01 04:51:00,13.193275,78.133981,House Theft reported in Kolar; registered at Kolar Police Station 09. Synthetic demonstration record.
1271,100071063202400003,202400003,2024-03-24,5322,1063,1,2,5,14,3,7007,2024-03-22 08:53:00,2024-03-22 09:40:00,2024-03-22 11:02:00,11.90123,76.96541,NDPS Possession reported in Chamarajanagar; registered at Chamarajanagar Police Station 03. Synthetic demonstration record.
1272,800261257202500001,202500001,2025-12-26,5355,1257,4,2,3,8,1,7026,2025-12-25 20:07:00,2025-12-25 23:07:00,2025-12-26 01:05:00,13.336787,77.080544,Domestic Violence reported in Tumakuru; registered at Tumakuru Police Station 07. Synthetic demonstration record.
1273,100291286202300002,202300002,2023-12-15,5410,1286,1,2,8,20,2,7029,2023-12-13 14:04:00,2023-12-13 14:20:00,2023-12-13 15:20:00,16.808194,75.773368,Hit and Run reported in Vijayapura; registered at Vijayapura Police Station 06. Synthetic demonstration record.
1274,100031021202500004,202500004,2025-02-21,5374,1021,1,1,2,4,2,7003,2025-02-19 17:37:00,2025-02-19 18:48:00,2025-02-19 20:03:00,15.790561,74.55522,Robbery reported in Belagavi; registered at Belagavi Police Station 01. Synthetic demonstration record.
1275,100171167202200002,202200002,2022-02-23,5578,1167,1,2,2,6,3,7017,2022-02-23 21:25:00,2022-02-24 00:00:00,2022-02-24 01:39:00,17.315464,76.886321,Vehicle Theft reported in Kalaburagi; registered at Kalaburagi Police Station 07. Synthetic demonstration record.
1276,100131130202600001,202600001,2026-02-03,5221,1130,1,2,7,18,2,7013,2026-02-02 17:26:00,2026-02-02 19:03:00,2026-02-02 19:26:00,15.481065,74.983764,Cheating reported in Dharwad; registered at Dharwad Police Station 10. Synthetic demonstration record.
1277,100051048202200002,202200002,2022-04-25,5571,1048,1,2,2,7,2,7005,2022-04-24 00:11:00,2022-04-24 01:47:00,2022-04-24 02:17:00,12.95946,77.658435,House Theft reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 08. Synthetic demonstration record.
1278,100031024202500002,202500002,2025-05-28,5032,1024,1,2,2,5,5,7003,2025-05-28 23:39:00,2025-05-29 00:21:00,2025-05-29 01:28:00,15.840615,74.52426,Burglary reported in Belagavi; registered at Belagavi Police Station 04. Synthetic demonstration record.
1279,100101094202400002,202400002,2024-07-11,5038,1094,1,2,3,9,1,7010,2024-07-09 18:26:00,2024-07-09 19:12:00,2024-07-09 20:53:00,14.162927,76.407133,Sexual Harassment reported in Chitradurga; registered at Chitradurga Police Station 04. Synthetic demonstration record.
1280,100221213202300002,202300002,2023-03-09,5452,1213,1,2,1,3,4,7022,2023-03-07 15:19:00,2023-03-07 15:59:00,2023-03-07 16:34:00,12.322309,76.607028,Assault reported in Mysuru; registered at Mysuru Police Station 03. Synthetic demonstration record.
1281,100131128202200003,202200003,2022-08-19,5331,1128,1,2,3,9,1,7013,2022-08-17 18:20:00,2022-08-17 19:11:00,2022-08-17 21:07:00,15.455146,74.97369,Sexual Harassment reported in Dharwad; registered at Dharwad Police Station 08. Synthetic demonstration record.
1282,100111103202200001,202200001,2022-02-02,5538,1103,1,2,2,5,2,7011,2022-02-02 02:16:00,2022-02-02 04:10:00,2022-02-02 05:28:00,12.916077,74.889664,Burglary reported in Dakshina Kannada; registered at Dakshina Kannada Police Station 03. Synthetic demonstration record.
1283,100151143202600001,202600001,2026-04-14,5235,1143,1,2,2,6,2,7015,2026-04-14 19:18:00,2026-04-14 19:49:00,2026-04-14 20:47:00,12.996998,76.121917,Vehicle Theft reported in Hassan; registered at Hassan Police Station 03. Synthetic demonstration record.
1284,100041032202200001,202200001,2022-03-31,5167,1032,1,2,2,5,2,7004,2022-03-29 22:17:00,2022-03-30 00:04:00,2022-03-30 02:04:00,13.328754,77.710131,Burglary reported in Bengaluru Rural; registered at Bengaluru Rural Police Station 02. Synthetic demonstration record.
1285,100051047202400005,202400005,2024-06-11,5600,1047,1,2,7,18,1,7005,2024-06-10 13:28:00,2024-06-10 16:23:00,2024-06-10 17:30:00,12.963303,77.579343,Cheating reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 07. Synthetic demonstration record.
1286,100051042202500003,202500003,2025-07-28,5300,1042,1,2,4,11,1,7005,2025-07-27 20:27:00,2025-07-27 21:22:00,2025-07-27 22:35:00,12.949792,77.667545,Online Fraud reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 02. Synthetic demonstration record.
1287,100051048202300004,202300004,2023-02-03,5138,1048,1,2,2,7,2,7005,2023-02-03 00:00:00,2023-02-03 01:47:00,2023-02-03 02:16:00,12.930207,77.623266,House Theft reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 08. Synthetic demonstration record.
1288,100051048202500002,202500002,2025-07-06,5436,1048,1,2,2,5,3,7005,2025-07-04 22:14:00,2025-07-05 00:07:00,2025-07-05 00:49:00,13.019404,77.588697,Burglary reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 08. Synthetic demonstration record.
1289,100081077202600001,202600001,2026-06-13,5003,1077,1,2,8,20,1,7008,2026-06-13 12:19:00,2026-06-13 13:19:00,2026-06-13 13:59:00,13.410235,77.78819,Hit and Run reported in Chikkaballapur; registered at Chikkaballapur Police Station 07. Synthetic demonstration record.
1290,100061053202300001,202300001,2023-12-22,5117,1053,1,2,3,8,2,7006,2023-12-22 01:56:00,2023-12-22 04:39:00,2023-12-22 04:45:00,17.952298,77.525612,Domestic Violence reported in Bidar; registered at Bidar Police Station 03. Synthetic demonstration record.
1291,100051049202600004,202600004,2026-01-02,5561,1049,1,2,7,18,3,7005,2026-01-02 20:33:00,2026-01-02 22:46:00,2026-01-03 00:30:00,13.001134,77.599533,Cheating reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 09. Synthetic demonstration record.
1292,100081072202200001,202200001,2022-01-03,5073,1072,1,2,2,7,5,7008,2022-01-01 01:53:00,2022-01-01 04:11:00,2022-01-01 06:05:00,13.435946,77.746133,House Theft reported in Chikkaballapur; registered at Chikkaballapur Police Station 02. Synthetic demonstration record.
1293,400051042202200001,202200001,2022-08-31,5300,1042,3,2,2,5,1,7005,2022-08-29 00:32:00,2022-08-29 01:57:00,2022-08-29 02:51:00,12.995744,77.562214,Burglary reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 02. Synthetic demonstration record.
1294,100051048202600002,202600002,2026-02-16,5137,1048,1,2,4,12,2,7005,2026-02-14 21:55:00,2026-02-14 23:10:00,2026-02-14 23:31:00,12.913046,77.617387,Identity Theft reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 08. Synthetic demonstration record.
1295,100201193202200003,202200003,2022-11-18,5012,1193,1,2,3,8,1,7020,2022-11-16 12:15:00,2022-11-16 14:10:00,2022-11-16 14:47:00,15.353702,76.182758,Domestic Violence reported in Koppal; registered at Koppal Police Station 03. Synthetic demonstration record.
1296,100131122202400002,202400002,2024-11-19,5153,1122,1,1,2,4,3,7013,2024-11-19 20:24:00,2024-11-19 23:23:00,2024-11-20 00:08:00,15.426675,74.996783,Robbery reported in Dharwad; registered at Dharwad Police Station 02. Synthetic demonstration record.
1297,100161157202400001,202400001,2024-05-03,5462,1157,1,2,3,8,1,7016,2024-05-02 14:56:00,2024-05-02 15:11:00,2024-05-02 15:43:00,14.812153,75.367649,Domestic Violence reported in Haveri; registered at Haveri Police Station 07. Synthetic demonstration record.
1298,100281276202400003,202400003,2024-12-13,5227,1276,1,2,7,18,1,7028,2024-12-13 16:10:00,2024-12-13 17:24:00,2024-12-13 18:53:00,14.829364,74.160172,Cheating reported in Uttara Kannada; registered at Uttara Kannada Police Station 06. Synthetic demonstration record.
1299,100021013202300001,202300001,2023-04-25,5308,1013,1,1,1,1,3,7002,2023-04-23 08:19:00,2023-04-23 10:12:00,2023-04-23 12:04:00,15.095929,76.978771,Murder reported in Ballari; registered at Ballari Police Station 03. Synthetic demonstration record.
1300,100061052202600001,202600001,2026-04-15,5001,1052,1,2,2,7,1,7006,2026-04-13 23:52:00,2026-04-14 00:59:00,2026-04-14 02:37:00,17.900446,77.515082,House Theft reported in Bidar; registered at Bidar Police Station 02. Synthetic demonstration record.
1301,100051046202500003,202500003,2025-01-13,5057,1046,1,2,4,12,2,7005,2025-01-11 19:37:00,2025-01-11 21:18:00,2025-01-11 21:47:00,12.961813,77.646551,Identity Theft reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 06. Synthetic demonstration record.
1302,100221214202200002,202200002,2022-10-14,5373,1214,1,2,1,3,2,7022,2022-10-14 00:06:00,2022-10-14 00:44:00,2022-10-14 02:24:00,12.294814,76.671076,Assault reported in Mysuru; registered at Mysuru Police Station 04. Synthetic demonstration record.
1303,100061060202200001,202200001,2022-08-03,5164,1060,1,2,4,11,3,7006,2022-08-03 21:27:00,2022-08-03 23:07:00,2022-08-03 23:24:00,17.908081,77.54116,Online Fraud reported in Bidar; registered at Bidar Police Station 10. Synthetic demonstration record.
1304,100211208202400001,202400001,2024-12-07,5490,1208,1,2,7,18,2,7021,2024-12-05 19:41:00,2024-12-05 20:45:00,2024-12-05 21:46:00,12.542844,76.927533,Cheating reported in Mandya; registered at Mandya Police Station 08. Synthetic demonstration record.
1305,100141137202400003,202400003,2024-01-14,5445,1137,1,2,4,13,1,7014,2024-01-12 16:16:00,2024-01-12 17:22:00,2024-01-12 18:55:00,15.395185,75.670898,Cyber Stalking reported in Gadag; registered at Gadag Police Station 07. Synthetic demonstration record.
1306,100231230202300003,202300003,2023-11-21,5499,1230,1,2,4,12,5,7023,2023-11-19 13:17:00,2023-11-19 15:00:00,2023-11-19 16:35:00,16.26001,77.30739,Identity Theft reported in Raichur; registered at Raichur Police Station 10. Synthetic demonstration record.
1307,100091087202600001,202600001,2026-06-02,5281,1087,1,1,3,10,3,7009,2026-06-02 06:07:00,2026-06-02 06:46:00,2026-06-02 07:43:00,13.318085,75.744347,Kidnapping reported in Chikkamagaluru; registered at Chikkamagaluru Police Station 07. Synthetic demonstration record.
1308,100291287202200003,202200003,2022-08-23,5112,1287,1,2,2,6,2,7029,2022-08-22 19:56:00,2022-08-22 21:59:00,2022-08-22 22:31:00,16.828846,75.776369,Vehicle Theft reported in Vijayapura; registered at Vijayapura Police Station 07. Synthetic demonstration record.
