CSID,CaseMasterID,csdate,cstype,PolicePersonID
1228,2173,2022-11-08 10:30:00,A,5571
1229,2174,2025-07-11 01:34:00,A,5102
1230,2176,2024-11-30 04:01:00,A,5595
1231,2178,2023-06-25 23:05:00,A,5031
1232,2179,2023-07-18 23:57:00,A,5245
1233,2180,2026-09-09 00:49:00,A,5008
1234,2181,2023-03-26 10:22:00,A,5114
1235,2182,2023-11-10 15:31:00,A,5169
1236,2183,2026-03-26 17:28:00,A,5187
1237,2184,2022-10-19 19:57:00,C,5098
1238,2186,2022-10-26 05:50:00,B,5257
1239,2188,2024-08-26 09:46:00,A,5419
1240,2190,2023-10-09 22:39:00,A,5209
1241,2191,2022-12-29 01:09:00,A,5125
1242,2192,2024-08-27 08:53:00,A,5485
1243,2193,2024-11-22 06:49:00,A,5186
1244,2194,2027-01-21 07:33:00,A,5286
1245,2202,2023-01-21 11:14:00,A,5103
1246,2204,2022-09-28 20:12:00,A,5252
1247,2206,2026-08-11 22:02:00,A,5116
1248,2208,2024-09-04 17:34:00,A,5240
1249,2212,2025-12-05 17:43:00,A,5419
1250,2213,2022-12-04 12:49:00,B,5593
1251,2214,2022-12-28 15:32:00,B,5156
1252,2215,2023-04-27 15:06:00,A,5548
1253,2216,2024-04-28 17:05:00,A,5569
1254,2220,2025-08-15 11:30:00,A,5300
1255,2221,2022-07-12 04:31:00,A,5419
1256,2223,2025-01-10 22:09:00,C,5342
1257,2225,2026-06-12 02:52:00,A,5251
1258,2226,2024-02-11 20:27:00,A,5359
1259,2227,2023-05-17 13:27:00,A,5538
1260,2229,2024-11-29 08:55:00,A,5169
1261,2231,2023-03-15 03:59:00,A,5522
1262,2232,2025-10-02 15:26:00,A,5121
1263,2234,2023-05-19 13:10:00,A,5127
1264,2236,2023-02-19 23:50:00,A,5381
1265,2237,2025-03-27 12:34:00,C,5249
1266,2239,2023-02-18 15:19:00,A,5473
1267,2240,2024-05-04 06:24:00,A,5513
1268,2242,2022-11-20 08:11:00,A,5169
1269,2244,2023-10-11 05:35:00,A,5299
1270,2245,2024-06-04 06:09:00,A,5203
1271,2249,2023-02-16 18:53:00,A,5071
1272,2250,2026-01-30 05:34:00,A,5535
1273,2251,2023-09-17 08:22:00,A,5556
1274,2254,2026-04-23 01:22:00,A,5562
1275,2255,2026-07-15 06:51:00,A,5525
1276,2257,2026-10-30 19:20:00,B,5163
1277,2258,2024-11-30 20:36:00,A,5444
1278,2259,2023-05-30 11:39:00,A,5534
1279,2260,2024-10-31 15:03:00,B,5174
1280,2261,2022-08-13 23:37:00,A,5070
1281,2262,2024-09-27 20:56:00,B,5061
1282,2265,2026-07-23 00:10:00,A,5042
1283,2266,2026-12-07 16:39:00,A,5167
1284,2269,2024-09-13 07:01:00,A,5479
1285,2271,2024-10-31 00:40:00,B,5513
1286,2272,2024-05-04 22:49:00,A,5256
1287,2273,2026-01-28 21:37:00,A,5239
1288,2274,2024-07-02 03:15:00,A,5097
1289,2275,2025-01-29 13:25:00,C,5373
1290,2276,2023-04-15 10:05:00,A,5346
1291,2277,2024-03-25 18:08:00,B,5303
1292,2279,2023-11-20 06:32:00,A,5318
1293,2280,2024-02-10 22:37:00,A,5127
1294,2281,2026-09-01 03:51:00,A,5139
1295,2283,2024-11-27 19:46:00,A,5498
1296,2284,2025-06-08 07:27:00,A,5223
1297,2285,2025-06-05 01:17:00,A,5404
1298,2286,2022-08-06 06:12:00,A,5321
1299,2287,2026-04-23 14:07:00,A,5125
1300,2289,2025-03-13 18:30:00,A,5035
1301,2292,2025-01-09 05:34:00,A,5456
1302,2294,2026-03-16 21:49:00,A,5590
1303,2295,2023-03-24 09:00:00,A,5250
1304,2297,2022-09-17 22:44:00,C,5539
1305,2298,2026-07-23 21:16:00,B,5530
1306,2300,2026-01-09 13:54:00,B,5133
1307,2301,2023-01-20 00:11:00,A,5412
1308,2304,2025-11-07 14:15:00,A,5008
1309,2308,2022-06-24 05:21:00,B,5182
1310,2309,2023-03-21 20:21:00,A,5470
1311,2312,2024-07-20 22:43:00,A,5160
1312,2314,2025-06-14 11:18:00,A,5370
1313,2315,2023-10-19 06:14:00,A,5416
1314,2316,2026-05-05 20:14:00,A,5018
1315,2317,2025-08-01 03:25:00,A,5300
1316,2318,2024-07-09 15:02:00,A,5462
1317,2319,2023-07-17 11:54:00,A,5038
1318,2322,2023-12-06 10:17:00,A,5528
1319,2323,2024-03-22 10:33:00,A,5419
1320,2328,2026-03-15 22:23:00,A,5327
1321,2329,2026-12-26 09:08:00,B,5006
1322,2330,2023-12-05 21:35:00,A,5249
1323,2333,2024-12-10 23:30:00,B,5308
1324,2334,2023-01-26 04:56:00,A,5206
1325,2335,2024-06-16 17:14:00,A,5078
1326,2336,2023-11-05 00:29:00,A,5404
1327,2337,2023-01-30 15:34:00,A,5476
1328,2339,2023-11-16 08:59:00,A,5331
1329,2340,2024-07-19 16:32:00,A,5564
1330,2342,2024-07-11 17:30:00,A,5478
1331,2343,2024-11-09 13:58:00,A,5487
1332,2344,2025-04-14 10:08:00,A,5079
1333,2345,2022-12-11 15:44:00,A,5103
1334,2346,2022-08-22 21:07:00,A,5411
1335,2347,2024-10-24 17:06:00,A,5032
1336,2349,2026-11-13 23:57:00,A,5402
1337,2350,2026-11-06 10:22:00,A,5195
1338,2351,2024-10-22 15:57:00,A,5103
1339,2352,2026-07-22 09:28:00,A,5295
1340,2354,2024-05-17 02:27:00,C,5256
1341,2356,2026-03-15 11:01:00,A,5415
1342,2357,2022-03-22 13:32:00,A,5534
1343,2358,2025-09-22 23:17:00,A,5451
1344,2359,2024-07-04 11:04:00,B,5135
1345,2361,2023-07-09 22:12:00,A,5451
1346,2369,2023-12-06 03:59:00,A,5226
1347,2371,2025-10-17 11:43:00,A,5354
1348,2372,2024-04-14 20:01:00,A,5291
1349,2374,2026-02-09 15:01:00,A,5091
1350,2375,2023-11-18 06:02:00,A,5364
1351,2377,2022-11-20 11:32:00,A,5546
1352,2378,2023-02-25 10:01:00,A,5231
1353,2379,2023-05-04 23:47:00,A,5527
1354,2380,2022-06-22 02:18:00,A,5401
1355,2381,2026-02-07 02:03:00,A,5412
1356,2382,2022-09-26 06:30:00,A,5591
1357,2385,2023-01-12 20:09:00,A,5261
1358,2386,2024-03-01 16:44:00,A,5018
1359,2388,2022-09-30 11:04:00,A,5085
1360,2389,2024-05-02 22:23:00,A,5202
1361,2390,2023-02-18 17:43:00,A,5484
1362,2391,2025-07-05 13:33:00,B,5535
1363,2392,2024-03-29 00:01:00,A,5188
1364,2393,2023-12-02 12:52:00,A,5095
1365,2398,2023-07-14 12:51:00,C,5552
1366,2400,2024-03-27 09:55:00,B,5102
1367,2401,2025-09-11 11:29:00,A,5246
1368,2402,2023-07-07 08:07:00,C,5080
1369,2404,2024-06-10 22:06:00,A,5087
1370,2405,2023-06-22 03:03:00,A,5176
1371,2407,2026-07-03 06:10:00,A,5244
1372,2408,2024-01-23 18:27:00,A,5352
1373,2409,2023-11-25 16:01:00,A,5215
1374,2413,2023-10-07 09:25:00,A,5171
1375,2414,2025-01-18 02:17:00,A,5402
1376,2415,2024-06-24 23:38:00,A,5179
1377,2419,2025-08-31 09:13:00,B,5404
1378,2420,2022-06-17 16:18:00,A,5527
1379,2421,2023-11-13 03:59:00,A,5298
1380,2422,2025-10-22 14:11:00,A,5525
1381,2424,2023-06-30 22:39:00,A,5497
1382,2426,2022-05-13 17:26:00,A,5036
1383,2427,2025-08-06 04:01:00,A,5279
1384,2429,2025-08-27 22:10:00,B,5336
1385,2430,2023-11-01 02:59:00,A,5546
1386,2432,2022-05-30 11:49:00,A,5051
1387,2434,2023-12-10 10:09:00,A,5083
1388,2435,2026-05-24 04:55:00,C,5162
1389,2436,2024-07-18 15:36:00,A,5560
1390,2437,2023-01-07 16:31:00,A,5496
1391,2438,2025-02-07 11:59:00,A,5054
1392,2439,2025-10-13 12:13:00,A,5296
1393,2441,2026-09-01 17:28:00,A,5054
1394,2442,2025-05-11 19:05:00,B,5096
1395,2443,2026-02-11 16:31:00,A,5199
1396,2448,2022-10-24 04:07:00,C,5331
1397,2451,2025-04-06 06:50:00,A,5006
1398,2452,2024-02-15 20:24:00,A,5538
1399,2453,2025-11-28 03:40:00,B,5006
1400,2454,2023-08-29 08:11:00,A,5395
1401,2455,2025-04-02 23:58:00,A,5386
1402,2456,2023-01-15 07:23:00,A,5407
1403,2457,2024-02-08 18:03:00,A,5582
1404,2461,2025-10-10 04:18:00,A,5555
1405,2462,2024-04-17 16:00:00,B,5028
1406,2463,2022-12-12 12:08:00,A,5251
1407,2464,2025-04-20 05:15:00,A,5138
1408,2466,2023-11-01 08:21:00,A,5212
1409,2468,2025-11-29 08:16:00,A,5597
1410,2469,2024-07-17 13:53:00,B,5300
1411,2474,2023-01-27 01:04:00,A,5256
1412,2475,2026-09-13 12:23:00,A,5049
1413,2476,2023-11-27 10:15:00,A,5419
1414,2477,2025-02-12 21:39:00,A,5235
1415,2478,2024-07-16 03:58:00,C,5474
1416,2479,2025-03-06 01:51:00,A,5591
1417,2482,2026-02-26 22:54:00,A,5081
1418,2484,2022-07-04 16:37:00,A,5496
1419,2485,2022-09-27 23:42:00,A,5089
1420,2487,2024-04-24 08:34:00,A,5411
1421,2488,2024-04-17 04:50:00,A,5275
1422,2489,2025-04-16 04:17:00,A,5079
1423,2491,2026-12-22 03:59:00,A,5231
1424,2492,2025-04-02 11:00:00,A,5589
1425,2493,2023-10-05 20:42:00,A,5098
1426,2498,2026-06-12 13:55:00,A,5515
1427,2499,2025-01-16 15:33:00,C,5593
1428,2500,2026-05-19 14:24:00,A,5287
