ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
841,1502,1,2026-06-04,1,3,1024,5032,7003,2395,1,0
842,1503,2,2026-03-27,1,26,1255,5008,7026,2396,1,0
843,1504,2,2025-02-26,1,11,1104,5141,7011,2397,1,0
844,1505,2,2025-08-31,1,24,1231,5135,7024,2398,1,0
845,1506,1,2022-07-24,1,9,1082,5515,7009,2402,1,0
846,1507,1,2024-04-11,1,1,1010,5588,7001,2403,1,0
847,1508,1,2025-06-26,1,20,1193,5012,7020,2404,1,0
848,1510,1,2026-06-22,1,15,1145,5234,7015,2407,1,0
849,1512,2,2025-05-24,1,4,1037,5324,7004,2409,1,0
850,1512,1,2025-06-26,1,4,1037,5324,7004,2410,1,0
851,1515,1,2026-03-23,1,10,1100,5549,7010,2414,1,0
852,1517,1,2024-03-24,1,26,1256,5351,7026,2417,1,0
853,1521,1,2022-03-07,1,30,1294,5120,7030,2424,1,0
854,1525,1,2026-05-21,1,7,1062,5046,7007,2431,1,0
855,1526,1,2026-07-03,1,19,1189,5451,7019,2432,1,0
856,1527,1,2023-09-02,1,21,1207,5298,7021,2433,1,0
857,1528,1,2026-09-30,1,16,1151,5569,7016,2434,1,0
858,1529,2,2023-05-12,1,24,1233,5457,7024,2437,1,0
859,1531,1,2024-04-03,1,11,1109,5341,7011,2439,1,0
860,1535,1,2024-04-25,1,24,1232,5352,7024,2445,1,0
861,1537,1,2024-07-06,1,11,1108,5397,7011,2448,1,0
862,1540,1,2025-01-27,1,3,1028,5006,7003,2455,1,0
863,1540,1,2025-03-14,1,3,1028,5006,7003,2456,1,0
864,1541,1,2022-09-24,1,17,1168,5133,7017,2458,1,0
865,1542,1,2023-04-06,1,26,1254,5288,7026,2462,1,0
866,1542,1,2023-05-06,1,26,1254,5288,7026,2461,1,0
867,1544,1,2023-11-27,1,5,1049,5561,7005,2464,1,0
868,1547,1,2026-07-25,1,3,1030,5415,7003,2467,1,0
869,1548,1,2025-10-20,1,2,1019,5484,7002,2468,1,0
870,1549,1,2022-06-23,1,3,1027,5315,7003,2469,1,0
871,1550,2,2024-04-28,1,20,1191,5420,7020,2472,1,0
872,1553,2,2023-12-20,1,17,1169,5553,7017,2475,1,0
873,1556,1,2023-06-19,1,4,1037,5559,7004,2478,1,0
874,1559,1,2025-01-25,1,20,1196,5156,7020,2485,1,0
875,1560,2,2023-01-18,1,5,1042,5300,7005,2487,1,0
876,1563,1,2025-08-25,1,8,1074,5233,7008,2492,1,0
877,1566,1,2023-03-01,1,15,1148,5566,7015,2496,1,0
878,1567,1,2025-08-25,1,19,1187,5587,7019,2497,1,0
879,1568,1,2023-01-19,1,19,1188,5555,7019,2499,1,0
880,1574,2,2025-03-06,1,21,1206,5017,7021,2508,1,0
881,1574,1,2025-01-16,1,21,1206,5017,7021,2507,1,0
882,1576,1,2023-11-01,1,6,1052,5152,7006,2512,1,0
883,1578,1,2025-05-21,1,10,1099,5467,7010,2514,1,0
884,1579,2,2026-02-28,1,7,1064,5524,7007,2515,1,0
885,1580,1,2025-05-01,1,5,1044,5600,7005,2517,1,0
886,1582,2,2025-02-04,1,15,1143,5235,7015,2522,1,0
887,1583,1,2023-04-30,1,3,1029,5336,7003,2524,1,0
888,1584,2,2024-01-19,1,26,1253,5039,7026,2526,1,0
889,1585,2,2024-07-07,1,13,1129,5018,7013,2528,1,0
890,1586,1,2022-07-22,1,9,1085,5283,7009,2529,1,0
891,1587,2,2023-04-28,1,22,1211,5124,7022,2530,1,0
892,1588,1,2025-07-19,1,17,1164,5131,7017,2531,1,0
893,1589,1,2023-05-16,1,5,1047,5600,7005,2534,1,0
894,1591,2,2023-05-27,1,5,1050,5303,7005,2537,1,0
895,1593,1,2026-09-08,1,5,1044,5139,7005,2540,1,0
896,1593,1,2026-08-05,1,5,1044,5139,7005,2541,1,0
897,1597,2,2026-02-12,1,22,1213,5201,7022,2547,1,0
898,1598,1,2024-12-27,1,5,1041,5496,7005,2549,1,0
899,1603,1,2026-04-25,1,17,1162,5232,7017,2559,1,0
900,1604,1,2025-11-15,1,25,1250,5502,7025,2560,1,0
901,1606,1,2026-02-21,1,22,1216,5554,7022,2562,1,0
902,1612,2,2024-01-04,1,19,1182,5364,7019,2570,1,0
903,1614,1,2024-06-13,1,6,1059,5042,7006,2573,1,0
904,1619,1,2023-08-05,1,3,1025,5591,7003,2582,1,0
905,1620,1,2025-02-05,1,4,1033,5108,7004,2584,1,0
906,1621,1,2024-06-01,1,29,1286,5516,7029,2585,1,0
907,1622,1,2026-07-16,1,11,1102,5290,7011,2586,1,0
908,1623,1,2023-07-16,1,5,1041,5496,7005,2587,1,0
909,1624,1,2024-05-10,1,1,1010,5588,7001,2588,1,0
910,1625,1,2023-12-14,1,18,1171,5579,7018,2591,1,0
911,1625,1,2024-01-22,1,18,1171,5579,7018,2590,1,0
912,1626,1,2026-03-30,1,19,1187,5208,7019,2594,1,0
913,1627,1,2025-01-08,1,27,1266,5410,7027,2595,1,0
914,1629,1,2026-02-11,1,11,1106,5362,7011,2598,1,0
915,1629,1,2026-03-08,1,11,1106,5362,7011,2597,1,0
916,1631,1,2023-12-26,1,20,1191,5420,7020,2600,1,0
917,1632,1,2026-08-26,1,4,1038,5097,7004,2601,1,0
918,1634,1,2023-07-21,1,7,1069,5036,7007,2605,1,0
919,1636,2,2022-09-02,1,14,1140,5079,7014,2607,1,0
920,1641,1,2023-03-05,1,13,1123,5142,7013,2619,1,0
921,1643,1,2024-02-21,1,6,1054,5460,7006,2621,1,0
922,1644,2,2026-09-24,1,4,1035,5525,7004,2622,1,0
923,1645,2,2024-08-12,1,13,1125,5379,7013,2623,1,0
924,1646,1,2022-07-07,1,20,1197,5331,7020,2624,1,0
925,1647,1,2026-11-15,1,7,1068,5174,7007,2625,1,0
926,1648,1,2022-12-03,1,19,1183,5154,7019,2627,1,0
927,1650,1,2022-12-19,1,1,1003,5516,7001,2630,1,0
928,1652,2,2023-04-14,1,1,1008,5255,7001,2632,1,0
929,1653,1,2024-02-05,1,15,1146,5220,7015,2634,1,0
930,1654,1,2023-12-01,1,5,1042,5300,7005,2637,1,0
931,1659,1,2022-07-11,1,4,1040,5056,7004,2643,1,0
932,1660,2,2024-07-18,1,5,1045,5419,7005,2644,1,0
933,1665,2,2025-09-19,1,28,1280,5427,7028,2650,1,0
934,1666,2,2023-08-03,1,7,1068,5174,7007,2652,1,0
935,1668,1,2022-10-02,1,5,1045,5419,7005,2656,1,0
936,1670,1,2024-05-19,1,4,1040,5293,7004,2659,1,0
937,1671,1,2025-12-08,1,13,1124,5245,7013,2660,1,0
938,1672,1,2024-12-03,1,22,1214,5373,7022,2661,1,0
939,1674,1,2024-04-19,1,30,1297,5056,7030,2663,1,0
940,1677,2,2025-02-04,1,31,1306,5594,7031,2667,1,0
941,1678,1,2023-08-28,1,19,1189,5451,7019,2668,1,0
942,1679,1,2025-03-27,1,9,1084,5469,7009,2669,1,0
943,1680,1,2026-04-27,1,14,1132,5370,7014,2670,1,0
944,1681,1,2024-01-18,1,21,1209,5016,7021,2671,1,0
945,1683,1,2026-06-07,1,6,1058,5021,7006,2676,1,0
946,1685,1,2025-10-29,1,31,1307,5256,7031,2680,1,0
947,1686,1,2023-05-14,1,19,1181,5012,7019,2681,1,0
948,1689,1,2026-01-26,1,2,1017,5199,7002,2684,1,0
949,1690,1,2023-11-01,1,5,1042,5300,7005,2686,1,0
950,1691,2,2022-10-21,1,16,1159,5333,7016,2687,1,0
951,1692,1,2023-09-17,1,5,1045,5419,7005,2688,1,0
952,1693,1,2026-07-31,1,17,1166,5342,7017,2690,1,0
953,1694,1,2023-06-04,1,6,1055,5536,7006,2691,1,0
954,1697,1,2026-02-10,1,21,1203,5223,7021,2695,1,0
955,1698,1,2022-05-22,1,22,1217,5461,7022,2697,1,0
956,1700,2,2025-10-05,1,27,1263,5210,7027,2701,1,0
957,1700,1,2025-10-18,1,27,1263,5210,7027,2702,1,0
958,1701,1,2026-04-04,1,8,1074,5049,7008,2704,1,0
959,1702,2,2023-07-02,1,2,1013,5308,7002,2705,1,0
960,1703,1,2024-04-16,1,5,1050,5303,7005,2706,1,0
961,1706,1,2023-03-24,1,12,1120,5530,7012,2709,1,0
962,1707,1,2024-07-11,1,16,1157,5462,7016,2710,1,0
963,1708,1,2023-09-02,1,23,1223,5365,7023,2711,1,0
964,1710,1,2023-08-09,1,24,1233,5457,7024,2713,1,0
965,1711,1,2022-07-24,1,9,1089,5430,7009,2714,1,0
966,1713,1,2024-08-12,1,21,1201,5023,7021,2718,1,0
967,1714,1,2023-12-06,1,13,1127,5346,7013,2719,1,0
968,1714,1,2023-12-20,1,13,1127,5346,7013,2720,1,0
969,1716,1,2025-06-24,1,6,1052,5152,7006,2722,1,0
970,1717,1,2022-07-25,1,5,1044,5498,7005,2723,1,0
971,1718,1,2022-10-08,1,22,1217,5090,7022,2724,1,0
972,1722,1,2024-05-08,1,11,1105,5334,7011,2729,1,0
973,1725,1,2023-12-29,1,10,1093,5327,7010,2738,1,0
974,1727,1,2023-09-05,1,4,1038,5401,7004,2743,1,0
975,1728,2,2022-01-29,1,13,1127,5346,7013,2746,1,0
976,1731,1,2024-03-10,1,11,1108,5555,7011,2752,1,0
977,1736,2,2023-09-10,1,1,1010,5588,7001,2760,1,0
978,1737,1,2024-08-28,1,3,1030,5041,7003,2761,1,0
979,1737,1,2024-07-13,1,3,1030,5041,7003,2763,1,0
980,1738,1,2023-08-15,1,27,1261,5544,7027,2764,1,0
981,1739,1,2024-12-06,1,21,1209,5282,7021,2766,1,0
982,1740,1,2022-12-06,1,26,1254,5288,7026,2769,1,0
983,1743,2,2024-08-24,1,3,1030,5459,7003,2772,1,0
984,1746,1,2024-10-18,1,14,1140,5079,7014,2775,1,0
985,1747,1,2022-06-23,1,30,1296,5144,7030,2776,1,0
986,1750,1,2025-06-23,1,5,1049,5561,7005,2782,1,0
987,1753,1,2022-05-22,1,20,1200,5472,7020,2785,1,0
988,1754,1,2025-04-12,1,7,1070,5130,7007,2786,1,0
989,1755,1,2022-12-26,1,26,1259,5541,7026,2788,1,0
990,1756,1,2022-05-30,1,22,1213,5532,7022,2789,1,0
991,1757,1,2025-10-04,1,29,1283,5534,7029,2790,1,0
992,1759,1,2025-02-13,1,31,1305,5491,7031,2793,1,0
993,1760,1,2025-05-28,1,5,1042,5300,7005,2794,1,0
994,1763,1,2023-04-23,1,5,1050,5303,7005,2798,1,0
995,1763,2,2023-05-11,1,5,1050,5303,7005,2799,1,0
996,1765,1,2024-01-21,1,19,1183,5524,7019,2801,1,0
997,1765,1,2023-11-15,1,19,1183,5524,7019,2802,1,0
998,1771,1,2025-12-16,1,5,1043,5343,7005,2810,1,0
999,1771,1,2026-02-05,1,5,1043,5343,7005,2811,1,0
1000,1772,1,2024-12-03,1,10,1091,5098,7010,2812,1,0
1001,1773,2,2023-10-19,1,18,1179,5381,7018,2813,1,0
1002,1775,1,2024-11-27,1,10,1098,5269,7010,2817,1,0
1003,1775,2,2024-09-15,1,10,1098,5269,7010,2816,1,0
1004,1776,1,2024-01-11,1,18,1178,5593,7018,2820,1,0
1005,1777,2,2025-05-13,1,5,1043,5259,7005,2821,1,0
1006,1781,1,2023-06-14,1,27,1263,5210,7027,2826,1,0
1007,1782,1,2024-11-17,1,25,1243,5377,7025,2828,1,0
1008,1782,1,2025-01-15,1,25,1243,5377,7025,2829,1,0
1009,1787,1,2023-10-14,1,12,1120,5530,7012,2836,1,0
1010,1788,2,2026-08-07,1,31,1308,5206,7031,2837,1,0
1011,1792,1,2024-09-09,1,15,1144,5370,7015,2842,1,0
1012,1793,2,2022-04-18,1,9,1084,5469,7009,2844,1,0
1013,1797,1,2026-04-13,1,11,1101,5589,7011,2850,1,0
1014,1797,1,2026-04-22,1,11,1101,5589,7011,2849,1,0
1015,1799,1,2025-02-15,1,27,1264,5146,7027,2855,1,0
1016,1803,1,2024-07-25,1,27,1261,5544,7027,2859,1,0
1017,1805,1,2025-01-17,1,26,1256,5351,7026,2862,1,0
1018,1806,2,2024-08-19,1,23,1225,5498,7023,2863,1,0
1019,1807,1,2025-03-17,1,28,1271,5140,7028,2864,1,0
1020,1809,1,2023-06-24,1,30,1292,5138,7030,2866,1,0
1021,1810,1,2025-04-25,1,5,1041,5496,7005,2867,1,0
1022,1811,1,2024-03-10,1,6,1055,5536,7006,2868,1,0
1023,1812,2,2022-08-04,1,1,1004,5107,7001,2869,1,0
1024,1813,2,2024-07-03,1,17,1164,5131,7017,2872,1,0
1025,1814,1,2024-08-02,1,28,1277,5432,7028,2874,1,0
1026,1814,1,2024-07-03,1,28,1277,5432,7028,2873,1,0
1027,1815,2,2023-04-24,1,22,1213,5056,7022,2875,1,0
1028,1816,2,2025-01-20,1,21,1207,5064,7021,2877,1,0
1029,1817,1,2024-08-27,1,29,1284,5016,7029,2878,1,0
1030,1818,1,2025-04-08,1,9,1087,5292,7009,2879,1,0
1031,1822,1,2022-12-07,1,24,1233,5457,7024,2887,1,0
1032,1832,1,2024-05-29,1,7,1063,5009,7007,2902,1,0
1033,1833,2,2025-12-26,1,29,1289,5304,7029,2903,1,0
1034,1836,1,2022-03-02,1,4,1040,5173,7004,2908,1,0
1035,1837,1,2024-02-13,1,28,1277,5462,7028,2909,1,0
1036,1840,1,2025-02-27,1,5,1050,5450,7005,2912,1,0
1037,1843,1,2025-08-20,1,5,1043,5343,7005,2918,1,0
1038,1845,1,2023-10-23,1,25,1241,5132,7025,2923,1,0
1039,1848,2,2022-04-24,1,5,1048,5452,7005,2930,1,0
1040,1851,1,2025-05-12,1,17,1161,5226,7017,2936,1,0
1041,1851,2,2025-05-03,1,17,1161,5226,7017,2935,1,0
1042,1852,2,2025-03-10,1,16,1160,5501,7016,2937,1,0
1043,1853,1,2024-07-04,1,20,1199,5084,7020,2938,1,0
1044,1855,1,2025-08-20,1,26,1259,5541,7026,2940,1,0
1045,1856,1,2022-11-14,1,22,1220,5005,7022,2941,1,0
1046,1858,1,2023-08-27,1,1,1007,5396,7001,2944,1,0
1047,1859,1,2026-06-12,1,10,1095,5236,7010,2947,1,0
1048,1860,2,2023-10-05,1,7,1064,5214,7007,2948,1,0
1049,1862,2,2024-04-23,1,5,1044,5346,7005,2950,1,0
1050,1863,1,2023-05-30,1,4,1038,5097,7004,2951,1,0
1051,1867,1,2026-07-29,1,23,1225,5511,7023,2955,1,0
1052,1872,1,2022-06-03,1,10,1100,5369,7010,2963,1,0
1053,1874,2,2024-10-17,1,5,1042,5300,7005,2965,1,0
1054,1875,1,2023-12-10,1,18,1171,5452,7018,2966,1,0
1055,1879,1,2025-12-20,1,14,1136,5316,7014,2971,1,0
1056,1881,2,2022-11-20,1,15,1149,5379,7015,2973,1,0
1057,1882,1,2024-03-25,1,14,1138,5382,7014,2974,1,0
1058,1883,1,2023-02-04,1,23,1223,5365,7023,2975,1,0
1059,1883,1,2023-03-17,1,23,1223,5365,7023,2977,1,0
1060,1884,1,2026-07-15,1,20,1195,5004,7020,2979,1,0
1061,1885,1,2025-10-13,1,15,1144,5210,7015,2983,1,0
1062,1886,1,2025-09-06,1,5,1046,5371,7005,2986,1,0
1063,1887,1,2022-08-27,1,2,1014,5275,7002,2987,1,0
1064,1890,2,2023-04-06,1,14,1131,5556,7014,2990,1,0
1065,1893,1,2023-09-12,1,22,1213,5176,7022,2993,1,0
1066,1894,1,2023-02-27,1,29,1290,5286,7029,2994,1,0
1067,1895,2,2022-10-26,1,18,1174,5209,7018,2996,1,0
1068,1895,1,2022-08-02,1,18,1174,5209,7018,2997,1,0
1069,1897,1,2023-01-29,1,7,1064,5280,7007,3000,1,0
1070,1899,2,2023-11-16,1,29,1290,5286,7029,3003,1,0
1071,1902,1,2022-08-10,1,21,1202,5421,7021,3011,1,0
1072,1903,1,2023-06-13,1,9,1081,5310,7009,3012,1,0
1073,1906,1,2023-08-06,1,5,1049,5433,7005,3018,1,0
1074,1907,1,2023-03-28,1,7,1062,5447,7007,3019,1,0
1075,1907,1,2023-01-23,1,7,1062,5447,7007,3020,1,0
1076,1909,2,2023-09-20,1,12,1117,5439,7012,3024,1,0
1077,1910,1,2025-11-26,1,17,1164,5131,7017,3025,1,0
1078,1911,2,2025-01-27,1,25,1241,5074,7025,3026,1,0
1079,1913,1,2024-08-13,1,4,1038,5097,7004,3031,1,0
1080,1915,1,2022-07-10,1,23,1222,5172,7023,3033,1,0
1081,1917,1,2022-12-03,1,10,1091,5098,7010,3037,1,0
1082,1918,1,2023-05-01,1,27,1261,5375,7027,3039,1,0
1083,1922,2,2024-10-01,1,15,1146,5258,7015,3046,1,0
1084,1926,1,2025-03-12,1,2,1013,5308,7002,3051,1,0
1085,1928,1,2025-01-11,1,30,1300,5592,7030,3054,1,0
1086,1931,1,2026-07-14,1,9,1089,5430,7009,3060,1,0
1087,1932,2,2023-06-02,1,22,1211,5489,7022,3065,1,0
1088,1933,1,2023-05-03,1,12,1114,5524,7012,3067,1,0
1089,1935,1,2026-05-24,1,8,1078,5347,7008,3069,1,0
1090,1937,2,2026-03-23,1,5,1045,5419,7005,3071,1,0
1091,1942,1,2022-09-16,1,23,1230,5197,7023,3081,1,0
1092,1943,1,2025-04-07,1,5,1046,5437,7005,3082,1,0
1093,1944,1,2022-11-12,1,14,1137,5445,7014,3085,1,0
1094,1947,1,2024-06-22,1,21,1201,5023,7021,3089,1,0
1095,1948,2,2022-04-08,1,21,1208,5445,7021,3091,1,0
1096,1949,2,2022-02-01,1,9,1088,5585,7009,3092,1,0
1097,1951,1,2025-03-26,1,12,1115,5445,7012,3095,1,0
1098,1952,1,2023-07-13,1,20,1194,5372,7020,3096,1,0
1099,1952,1,2023-07-18,1,20,1194,5372,7020,3097,1,0
1100,1953,1,2025-08-13,1,17,1167,5578,7017,3098,1,0
1101,1954,1,2022-04-19,1,7,1061,5238,7007,3099,1,0
1102,1956,1,2024-03-26,1,5,1046,5017,7005,3102,1,0
1103,1958,1,2026-07-11,1,5,1044,5338,7005,3105,1,0
1104,1959,1,2024-04-13,1,2,1014,5275,7002,3106,1,0
1105,1960,2,2024-12-06,1,7,1065,5514,7007,3107,1,0
1106,1961,1,2026-03-19,1,29,1282,5279,7029,3110,1,0
1107,1962,2,2024-10-09,1,3,1021,5562,7003,3111,1,0
1108,1963,2,2025-10-22,1,5,1049,5561,7005,3113,1,0
1109,1964,1,2025-07-03,1,27,1268,5138,7027,3115,1,0
1110,1969,2,2025-09-26,1,22,1218,5011,7022,3122,1,0
1111,1970,1,2023-01-13,1,24,1236,5272,7024,3126,1,0
1112,1971,1,2024-06-26,1,5,1044,5343,7005,3129,1,0
1113,1972,1,2026-05-15,1,31,1309,5583,7031,3131,1,0
1114,1973,1,2026-07-27,1,31,1301,5106,7031,3132,1,0
1115,1975,2,2022-12-15,1,29,1282,5321,7029,3135,1,0
1116,1977,1,2022-05-27,1,5,1043,5259,7005,3139,1,0
1117,1977,1,2022-05-20,1,5,1043,5259,7005,3140,1,0
1118,1981,1,2024-03-05,1,21,1209,5282,7021,3146,1,0
1119,1982,1,2026-09-20,1,27,1267,5257,7027,3147,1,0
1120,1983,1,2025-12-12,1,26,1258,5015,7026,3149,1,0
1121,1984,1,2025-08-22,1,28,1275,5574,7028,3150,1,0
1122,1990,2,2026-07-09,1,5,1044,5336,7005,3160,1,0
1123,1992,1,2024-04-10,1,5,1043,5259,7005,3162,1,0
1124,1993,1,2023-10-29,1,31,1306,5594,7031,3163,1,0
1125,1998,1,2022-08-31,1,5,1050,5450,7005,3173,1,0
1126,1998,2,2022-09-27,1,5,1050,5450,7005,3174,1,0
1127,2001,2,2026-03-19,1,24,1240,5022,7024,3178,1,0
1128,2003,2,2023-09-07,1,15,1142,5412,7015,3180,1,0
1129,2005,1,2024-07-12,1,11,1102,5211,7011,3184,1,0
1130,2006,1,2026-06-18,1,13,1130,5221,7013,3185,1,0
1131,2008,2,2023-04-09,1,3,1023,5127,7003,3189,1,0
1132,2009,1,2026-05-23,1,22,1215,5425,7022,3190,1,0
1133,2012,2,2024-04-05,1,3,1027,5299,7003,3198,1,0
1134,2013,1,2023-06-15,1,27,1265,5231,7027,3200,1,0
1135,2014,1,2023-07-07,1,3,1028,5006,7003,3201,1,0
1136,2015,1,2023-04-18,1,29,1284,5258,7029,3202,1,0
1137,2016,1,2022-06-04,1,24,1239,5446,7024,3204,1,0
1138,2019,1,2023-02-09,1,3,1022,5192,7003,3207,1,0
1139,2020,1,2025-10-23,1,3,1021,5562,7003,3210,1,0
1140,2022,2,2025-04-30,1,26,1255,5008,7026,3212,1,0
1141,2023,1,2022-06-09,1,16,1156,5373,7016,3215,1,0
1142,2025,2,2023-05-07,1,5,1047,5527,7005,3219,1,0
1143,2026,1,2025-12-27,1,17,1170,5285,7017,3220,1,0
1144,2027,1,2023-04-27,1,11,1103,5538,7011,3223,1,0
1145,2027,1,2023-07-25,1,11,1103,5538,7011,3221,1,0
1146,2028,1,2024-01-17,1,11,1105,5113,7011,3224,1,0
1147,2029,1,2025-06-17,1,13,1124,5245,7013,3225,1,0
1148,2031,1,2024-12-28,1,4,1031,5173,7004,3230,1,0
1149,2032,1,2023-08-12,1,27,1262,5045,7027,3233,1,0
1150,2033,2,2025-10-06,1,5,1043,5259,7005,3234,1,0
1151,2034,1,2026-05-20,1,12,1116,5114,7012,3237,1,0
1152,2036,1,2023-06-11,1,27,1262,5444,7027,3241,1,0
1153,2037,1,2025-10-01,1,13,1122,5153,7013,3242,1,0
1154,2038,2,2022-08-22,1,17,1164,5131,7017,3243,1,0
1155,2040,1,2026-07-19,1,14,1140,5079,7014,3247,1,0
1156,2043,2,2024-08-31,1,5,1042,5300,7005,3254,1,0
1157,2044,1,2026-01-31,1,5,1041,5496,7005,3256,1,0
1158,2047,2,2026-04-21,1,5,1041,5094,7005,3259,1,0
1159,2049,2,2023-06-08,1,27,1262,5045,7027,3263,1,0
1160,2050,1,2026-07-21,1,9,1087,5281,7009,3264,1,0
1161,2053,1,2023-04-11,1,4,1038,5401,7004,3271,1,0
1162,2054,1,2022-11-21,1,29,1288,5236,7029,3272,1,0
1163,2057,2,2023-06-23,1,23,1221,5052,7023,3277,1,0
1164,2062,1,2025-01-31,1,9,1085,5500,7009,3285,1,0
1165,2064,1,2023-07-03,1,6,1055,5536,7006,3287,1,0
1166,2068,2,2024-04-01,1,28,1278,5413,7028,3294,1,0
1167,2069,2,2022-12-18,1,19,1187,5208,7019,3295,1,0
1168,2072,1,2026-04-15,1,11,1101,5589,7011,3300,1,0
1169,2073,1,2026-04-25,1,23,1222,5010,7023,3302,1,0
1170,2073,2,2026-03-11,1,23,1222,5010,7023,3301,1,0
1171,2074,1,2022-05-14,1,3,1022,5007,7003,3303,1,0
1172,2075,2,2024-05-07,1,6,1058,5262,7006,3305,1,0
1173,2078,1,2025-01-25,1,21,1208,5050,7021,3310,1,0
1174,2080,2,2025-02-27,1,6,1052,5152,7006,3313,1,0
1175,2081,1,2024-05-23,1,20,1191,5420,7020,3316,1,0
1176,2083,1,2023-12-03,1,25,1244,5037,7025,3320,1,0
1177,2087,1,2024-06-12,1,5,1041,5311,7005,3326,1,0
1178,2089,1,2024-07-28,1,4,1033,5506,7004,3329,1,0
1179,2091,1,2026-07-15,1,5,1046,5024,7005,3332,1,0
1180,2091,1,2026-04-29,1,5,1046,5024,7005,3331,1,0
1181,2092,1,2023-04-19,1,6,1051,5116,7006,3333,1,0
1182,2093,1,2023-07-07,1,7,1061,5297,7007,3335,1,0
1183,2093,1,2023-07-04,1,7,1061,5297,7007,3334,1,0
1184,2094,1,2025-10-21,1,9,1084,5295,7009,3336,1,0
1185,2095,2,2024-07-21,1,22,1216,5518,7022,3337,1,0
1186,2098,1,2023-02-08,1,23,1222,5010,7023,3342,1,0
1187,2100,1,2024-12-23,1,6,1056,5549,7006,3348,1,0
1188,2102,1,2024-02-28,1,5,1050,5125,7005,3350,1,0
1189,2103,1,2025-05-01,1,11,1109,5341,7011,3352,1,0
1190,2104,1,2024-03-30,1,29,1284,5111,7029,3355,1,0
1191,2105,1,2026-06-22,1,24,1232,5352,7024,3357,1,0
1192,2107,2,2025-11-21,1,10,1093,5327,7010,3360,1,0
1193,2108,1,2024-05-20,1,16,1160,5501,7016,3362,1,0
1194,2111,1,2022-07-07,1,29,1281,5055,7029,3370,1,0
1195,2112,1,2024-05-06,1,3,1025,5591,7003,3372,1,0
1196,2113,1,2023-08-22,1,15,1146,5258,7015,3373,1,0
1197,2115,2,2026-06-13,1,28,1271,5517,7028,3378,1,0
1198,2116,1,2024-04-13,1,25,1250,5502,7025,3379,1,0
1199,2118,1,2022-04-22,1,5,1042,5300,7005,3382,1,0
1200,2118,2,2022-07-31,1,5,1042,5300,7005,3383,1,0
1201,2119,2,2022-07-21,1,26,1257,5194,7026,3384,1,0
1202,2120,1,2022-09-27,1,4,1031,5091,7004,3389,1,0
1203,2120,1,2022-11-12,1,4,1031,5091,7004,3388,1,0
1204,2121,1,2026-03-28,1,30,1294,5120,7030,3392,1,0
1205,2122,2,2026-07-10,1,11,1109,5341,7011,3393,1,0
1206,2123,1,2024-02-27,1,13,1121,5198,7013,3394,1,0
1207,2126,1,2023-12-15,1,14,1136,5202,7014,3399,1,0
1208,2128,1,2025-02-13,1,5,1041,5077,7005,3403,1,0
1209,2129,2,2022-10-19,1,11,1105,5076,7011,3404,1,0
1210,2130,1,2025-10-22,1,15,1148,5566,7015,3405,1,0
1211,2132,1,2026-02-17,1,13,1130,5221,7013,3407,1,0
1212,2133,1,2026-06-26,1,5,1048,5343,7005,3408,1,0
1213,2134,1,2024-10-11,1,22,1217,5359,7022,3409,1,0
1214,2136,1,2023-01-14,1,16,1159,5166,7016,3412,1,0
1215,2137,2,2026-09-03,1,9,1085,5453,7009,3415,1,0
1216,2139,2,2023-06-22,1,5,1046,5154,7005,3418,1,0
1217,2139,1,2023-07-22,1,5,1046,5154,7005,3419,1,0
1218,2141,1,2023-10-25,1,10,1096,5409,7010,3423,1,0
1219,2142,1,2024-01-15,1,11,1107,5323,7011,3425,1,0
1220,2144,1,2025-09-30,1,13,1129,5018,7013,3428,1,0
1221,2145,1,2024-10-22,1,16,1154,5405,7016,3429,1,0
1222,2148,2,2022-12-13,1,14,1135,5366,7014,3435,1,0
1223,2150,1,2025-11-03,1,1,1004,5263,7001,3438,1,0
1224,2151,2,2025-01-19,1,26,1260,5136,7026,3441,1,0
1225,2152,1,2024-06-29,1,11,1107,5577,7011,3442,1,0
1226,2153,2,2022-05-26,1,2,1012,5476,7002,3443,1,0
1227,2154,2,2024-11-15,1,20,1200,5325,7020,3445,1,0
1228,2157,1,2025-10-18,1,12,1116,5134,7012,3449,1,0
1229,2159,2,2026-09-05,1,5,1047,5527,7005,3454,1,0
1230,2159,2,2026-10-05,1,5,1047,5527,7005,3456,1,0
1231,2160,1,2022-10-25,1,12,1116,5114,7012,3457,1,0
1232,2162,1,2026-07-27,1,10,1095,5258,7010,3460,1,0
1233,2163,1,2023-08-05,1,5,1050,5450,7005,3461,1,0
1234,2164,1,2026-06-30,1,23,1222,5181,7023,3462,1,0
1235,2164,1,2026-03-25,1,23,1222,5181,7023,3463,1,0
1236,2165,1,2025-03-07,1,16,1151,5569,7016,3464,1,0
1237,2166,1,2022-04-29,1,30,1291,5166,7030,3465,1,0
1238,2169,2,2025-02-21,1,11,1105,5076,7011,3469,1,0
1239,2170,1,2026-08-17,1,27,1261,5544,7027,3471,1,0
1240,2170,1,2026-10-13,1,27,1261,5544,7027,3470,1,0
1241,2171,1,2023-09-28,1,2,1016,5565,7002,3472,1,0
